customer_id,account_age_days,total_spend,support_calls,churned
61,870,2965.353919150853,4,0
62,196,2061.472395660379,14,0
63,303,3518.571111114966,2,0
64,417,982.3296345115629,6,0
65,630,3512.857184512687,10,0
66,345,2117.139950351888,9,0
67,43,4384.156263786644,8,0
68,271,2624.6566688346334,13,0
69,806,4868.240711423511,12,0
70,375,3049.483438150705,1,1
71,594,1196.860422940971,2,0
72,927,4126.774120537801,6,0
73,369,1790.904876329695,17,0
74,121,1803.3341509651493,2,0
75,396,255.84293927730914,9,0
76,985,2788.705015116302,6,0
77,484,2718.675168289363,8,1
78,457,1844.358272932732,16,0
79,538,4481.664588190036,10,0
80,805,730.8671516682551,6,0
81,972,1717.4876152197614,13,0
82,64,1675.7555469321421,18,0
83,235,552.2238725208558,3,0
84,110,2457.6124308758367,5,1
85,961,3470.145113770807,9,0
86,591,2607.11936638158,6,0
87,901,869.1906453093493,12,1
88,417,1948.7012296861556,13,0
89,31,112.71561947986814,3,1
90,419,4354.675424474375,7,0
91,595,514.1333376353415,4,1
92,135,3026.6626030516095,0,0
93,801,4932.659279747394,3,1
94,851,2729.2941653379294,2,1
95,506,4627.804619626422,8,0
96,732,1256.9710122752813,7,1
97,431,3823.7815037941696,0,0
98,759,2703.202194470317,5,0
99,585,3630.5287008181776,8,0
100,191,405.4726763050831,6,0
101,231,823.9215503405107,3,0
102,987,752.2729500786435,12,0
103,299,3467.1109764763223,16,0
104,892,4237.759295904781,1,1
105,845,3773.119536842078,4,1
106,300,249.3135483946114,11,0
107,485,4349.353407266144,7,0
108,491,1835.3186868863147,5,0
109,756,2046.1027792700042,7,0
110,281,613.8589160091565,17,0
111,731,3713.285509859714,2,0
112,325,993.1910045321945,11,0
113,754,2863.4289508922984,2,1
114,749,4219.478930801863,5,0
115,778,537.1012106890753,1,0
116,367,2723.1442636760653,11,0
117,908,1242.7604165940259,1,0
118,82,1780.3416349634751,5,0
119,821,2422.4527130097254,16,0
120,951,1840.0110860685934,2,0
121,246,3279.231917428722,1,0
122,793,2449.952298595826,19,1
123,217,2962.5774750994296,7,1
124,409,3710.430129435073,11,0
125,522,2832.937103157143,3,0
126,70,2974.0236298377195,4,0
127,186,2865.8468583609424,12,0
128,44,1955.9858671613179,14,0
129,842,1753.4894859723986,15,0
130,94,4508.272246010561,9,0
131,886,3077.020589238507,15,0
132,868,1297.3304617768072,11,0
133,550,2541.413719459807,16,1
134,373,1718.7075582764785,15,1
135,158,4675.089936423386,11,1
136,677,136.91837935696623,7,0
137,501,1204.1307087913883,19,1
138,92,1890.2484164028824,2,0
139,168,2490.2680239628157,15,1
140,528,4269.005837397117,12,0
141,622,530.649360246705,18,1
142,421,4048.737945031603,7,0
143,704,372.70209784917915,4,1
144,448,4227.3387729610895,19,1
145,318,353.0138415851129,7,0
146,408,189.38815899896912,11,0
147,802,3515.1111655954655,0,1
148,519,4986.552120365132,19,0
149,260,4493.390288572702,5,1
150,70,2922.392247247734,17,0
151,57,4595.238504119105,7,0
152,164,125.97003134826655,6,0
153,230,4877.829098431198,0,0
154,869,2504.669018368044,15,1
155,809,3642.1908734467006,11,0
156,959,4122.221218451427,5,0
157,62,3620.440627099113,19,0
158,77,2721.6799870200616,1,0
159,532,2435.435472219419,13,1
160,436,4209.054537642862,3,1
161,603,1104.8800447323497,0,0
162,757,4843.170925870748,17,1
163,834,3583.6671463000666,12,1
164,128,1077.583943957767,1,0
165,713,3707.611200122592,8,1
166,901,2696.2161135874717,1,0
167,755,3565.4274686577783,8,0
168,576,3862.11955706991,0,1
169,990,527.7218799894097,10,0
170,768,2579.9093861608003,2,1
171,642,4666.870277058977,19,1
172,972,1671.14674158162,3,0
173,491,3010.0271780337043,17,1
174,672,1909.229359398491,5,0
175,798,2325.9130638735883,2,0
176,34,2788.155277896951,10,0
177,247,2789.717701455989,14,1
178,532,1088.4792654181556,4,0
179,796,3454.400584611183,19,0
180,427,530.5537450890183,9,0
181,900,780.2413898658998,11,1
182,824,113.28340713021538,14,0
183,422,671.8107142942384,16,0
184,236,2418.514385154272,9,0
185,44,3069.899217173609,5,0
186,887,3992.018304835666,17,1
187,583,622.8263255558367,12,0
188,921,4268.564554080628,2,0
189,490,3755.275175188719,9,1
190,720,2101.7396353859926,13,0
191,604,4671.396528789778,5,1
192,893,4955.554434641214,2,0
193,772,1104.5088692608626,15,1
194,270,1958.220066322622,6,0
195,593,4639.6021755895845,19,0
196,125,3635.823098681258,13,1
197,929,335.66375542402966,8,1
198,763,3929.4209605819333,14,1
199,514,4156.910347169711,2,0
200,436,3777.459431350036,1,1
201,260,4017.7319415056263,1,1
202,778,4143.150115794706,2,0
203,684,1013.3844352619061,17,1
204,200,1254.8895557184987,13,1
205,570,3205.4169622288687,19,0
206,65,4548.544039266329,17,0
207,554,1649.3632532528236,9,0
208,189,2982.702711395778,1,0
209,868,3446.612110743949,0,0
210,728,2314.5481463652923,3,0
211,272,3597.534028791097,13,0
212,115,4508.370481931648,0,0
213,825,3158.0975664910043,13,0
214,607,2744.927203381702,15,1
215,711,2249.8489094028614,13,1
216,586,2929.6827274400157,19,0
217,603,1841.2760139101397,2,1
218,982,2018.2623399873594,2,0
219,675,2706.1016504720524,8,0
220,825,426.4336507150032,5,0
221,57,1222.224415531502,12,0
222,649,2759.9616220057037,1,1
223,585,2214.4879013685686,7,1
224,369,1730.797350971173,1,0
225,827,3679.690770365577,3,0
226,987,3499.2162762763583,14,0
227,360,916.9807239675774,3,0
228,669,4405.282665329847,12,0
229,535,2527.5757693794317,11,0
230,377,3733.1584645813227,12,1
231,502,2908.4391613612047,13,1
232,260,4988.693818026832,19,0
233,219,3786.775288190231,17,1
234,254,3564.2042600929494,5,0
235,414,3915.00250134868,10,0
236,406,801.3271291875011,1,0
237,312,1102.2685065303701,18,0
238,987,3598.9140028957095,18,1
239,662,2520.509286941227,4,0
240,657,3797.712930114571,18,0
241,774,604.2885506463106,1,0
242,288,2728.7586222745144,9,0
243,388,1956.225671228887,1,1
244,739,2339.3010744802236,10,0
245,485,3059.393573155311,17,0
246,440,2561.2129025663976,14,0
247,678,2745.3171218529,8,0
248,347,2483.1516617784782,18,0
249,706,2103.8803677189167,8,0
250,254,3882.221704931401,2,0
251,848,159.79505435841813,8,1
252,263,3032.3692359056126,13,1
253,713,2870.990901882572,18,1
254,693,3609.2774661914655,6,0
255,856,3035.2438874089,15,0
256,403,4151.314256264483,15,0
257,701,4799.466493363736,0,1
258,637,1778.3688601748627,3,0
259,501,1214.0198168469365,3,0
260,262,2175.624625860366,6,0
261,721,1510.855120731058,7,0
262,142,3113.2562894480066,16,0
263,859,4568.076803330527,4,0
264,526,781.6693513010032,6,1
265,471,593.8935547778439,19,0
266,593,1354.4761060829449,19,0
267,297,3657.868371705764,3,0
268,539,3005.5182357682256,5,0
269,836,600.842054703478,6,0
270,415,4601.877559077658,17,1
271,416,3971.414721908025,4,0
272,142,212.8107634594238,19,1
273,642,3291.699333842406,2,0
274,654,3879.108675746716,6,0
275,981,1934.7333116300679,13,1
276,110,437.71554289937205,6,0
277,728,478.87322089505756,4,0
278,142,610.8101336538665,4,0
279,31,4218.154196704072,1,0
280,671,4562.362371452994,5,1
281,249,701.7728310440956,14,0
282,595,1255.9395695158978,9,1
283,884,911.0505007997199,6,1
284,765,1012.9723095211914,4,0
285,254,4203.704866112211,0,1
286,414,1727.5174220092008,12,0
287,432,1626.0768938236417,17,1
288,667,1214.2385422978518,12,0
289,159,3078.6825295918675,17,0
290,82,1958.5979220891893,4,0
291,713,3746.8232940321154,12,0
292,759,1107.3410610406238,3,0
293,701,3960.1704547010127,16,1
294,739,3058.235505477681,2,0
295,445,659.90977027287,16,0
296,276,2131.0724625977755,10,1
297,865,4331.238889003489,19,0
298,468,4622.505135812576,3,1
299,232,2381.9305993621847,1,1
300,213,2456.1011926364604,19,1
301,152,4600.428152202576,15,1
302,430,2976.6342982691795,17,0
303,796,260.9486841928479,7,0
304,323,4572.472368107731,2,1
305,309,1316.3095695100442,8,0
306,866,2930.3965750485813,19,0
307,913,911.0152553970717,5,0
308,639,266.00788520831543,9,1
309,227,1626.2185385505113,9,0
310,936,3924.4289669758296,12,0
311,540,1460.1771458841488,16,0
312,781,1178.4763489973757,8,0
313,173,1142.1358432720087,16,0
314,638,2624.351043793382,8,0
315,230,4880.152446845505,8,0
316,153,2349.046041283364,0,1
317,216,2830.7963075612347,1,0
318,355,4317.096887664597,15,1
319,493,2721.841622774927,0,1
320,378,1003.8680699523949,9,0
321,800,1568.0199676557374,17,0
322,689,1618.6909387161934,7,0
323,793,2046.8587657422295,10,1
324,984,2191.265636150072,1,0
325,961,4018.93190816392,7,0
326,432,1811.9962953417319,7,0
327,375,2394.335959362759,16,0
328,992,3162.382336550156,14,0
329,540,1950.8571424568295,16,0
330,176,4199.167585132431,12,1
331,177,2978.5226607469644,18,0
332,893,1540.8189281827606,4,0
333,740,3598.8900789701584,11,0
334,849,2685.473877709451,0,1
335,518,2718.8338671605097,4,0
336,958,2457.330947099171,7,1
337,965,2535.35854922412,12,0
338,669,3850.2457772245793,7,0
339,580,604.6092487234461,10,0
340,367,1738.3777754213627,0,0
341,901,469.9664826390572,12,0
342,670,3790.906481662509,18,0
343,808,1434.2790881294673,2,1
344,982,4497.409008112532,16,0
345,502,2680.2344866305393,4,0
346,975,4023.673880281993,19,0
347,180,4896.76403451821,7,0
348,444,4214.965411337195,13,0
349,327,4348.269424056465,3,0
350,640,2099.124027287739,10,0
351,292,2803.440716770765,19,0
352,793,1344.0539638121911,14,0
353,173,1060.9541884979187,18,0
354,375,2576.9886076195658,6,0
355,653,3015.740000532061,18,0
356,601,1762.4291048913358,18,1
357,910,2890.273237041152,10,0
358,31,4448.556364316165,4,0
359,926,2827.935765438494,4,0
360,333,3631.9841719214824,7,1
361,283,4046.043340053735,9,1
362,681,4944.771031581669,5,0
363,482,3055.6672706672,14,1
364,66,4053.5657299166714,15,0
365,189,4816.981660918886,16,0
366,38,4727.60765532864,7,1
367,262,791.3010590107965,7,1
368,128,2091.322310540258,8,0
369,688,1687.5512994233181,1,0
370,845,525.9325732567116,14,0
371,237,3202.8797970637065,17,0
372,160,3705.9326046604115,2,1
373,433,4255.827667787729,16,0
374,181,701.6067593472717,3,0
375,83,4394.57597178894,3,0
376,149,3250.335261709841,13,0
377,702,3549.3360621786965,8,0
378,949,4562.057617347489,8,0
379,657,3161.3302281119304,17,1
380,616,1745.7427000341918,9,1
381,654,4143.025923971033,3,0
382,997,1878.9901397559436,11,1
383,449,267.7177430205927,7,1
384,451,4170.207082169723,1,1
385,133,1791.4415099182504,12,0
386,881,3891.7891636865675,15,0
387,283,1877.5136838631327,1,0
388,256,4319.233297876136,10,0
389,141,1175.6015728966977,9,0
390,539,4875.281599474462,14,0
391,502,3920.817996461351,16,0
392,128,659.7658370099444,7,1
393,182,2872.305437836146,17,0
394,890,4928.2998299845,8,0
395,943,2408.2207181996905,7,1
396,925,992.3249802257579,13,1
397,907,2475.413999036696,17,1
398,367,2611.042513821416,19,1
399,735,3734.266026720461,19,0
400,851,3524.3446804884315,11,1
401,192,2072.4952136252045,18,0
402,749,1168.3132267210237,13,0
403,986,3260.765422069714,16,0
404,710,2166.349279311081,2,0
405,190,748.1534345141189,6,0
406,609,4512.804276058289,16,0
407,830,3486.9871022873062,11,1
408,427,3447.6008965828587,8,0
409,306,4130.660991967202,14,0
410,845,2695.3422254098973,17,1
411,945,4093.76669917204,12,0
412,533,2540.644692203928,7,0
413,925,429.15945958697944,13,0
414,421,2085.715631335675,7,0
415,164,2537.577980501464,13,0
416,224,3628.9926499982494,6,1
417,430,622.2357776305043,11,0
418,669,786.0908394362001,10,0
419,62,1392.0506329096206,10,1
420,717,1405.8421275173228,12,1
421,489,3687.7044344494057,17,0
422,984,1328.580236751829,1,0
423,912,3202.180510451493,14,0
424,499,2521.9418656775297,19,0
425,404,2909.142453079063,17,0
426,51,4206.72411957365,14,0
427,779,2081.4693575902193,18,1
428,699,3877.4657476149255,11,0
429,67,2167.976691798368,12,0
430,259,1833.9697451501222,10,0
431,394,4797.27316883478,4,0
432,592,1003.4175113269198,0,0
433,467,542.6511068302785,2,0
434,805,3877.8310351238447,18,1
435,312,434.42355623504875,6,0
436,56,4201.687054444844,11,0
437,255,2242.2476421504934,14,0
438,306,4586.017018730378,4,0
439,827,3635.5110194973377,14,0
440,638,3090.9828683389924,7,0
441,313,4751.603305583052,9,0
442,908,2043.581927955066,15,0
443,989,4775.025989044202,7,1
444,510,761.506259363914,0,1
445,482,2470.3992154688226,11,1
446,858,1422.564989721755,4,1
447,845,2745.229616650148,2,0
448,688,893.8680016687646,0,1
449,545,4223.495335519213,3,0
450,576,4247.398461641331,7,1
451,221,4780.657932345047,2,1
452,78,857.8934903278574,9,1
453,541,3154.3294994344546,1,1
454,46,2423.7628126318114,10,0
455,201,1787.4802870167427,9,0
456,249,1822.5467895576721,13,0
457,187,2122.688397973086,6,0
458,506,3554.13519347587,1,0
459,75,3031.601685513958,8,0
460,402,2352.4394125295426,15,1
461,547,472.07371081114826,12,0
462,128,481.0501859868897,8,1
463,921,111.46301406631348,19,1
464,774,4841.727002214724,3,1
465,66,125.74371093608609,9,1
466,309,605.1593554673499,11,0
467,378,1641.5231283661135,16,1
468,526,4056.4082339021297,13,1
469,331,4814.284050244177,13,0
470,210,3971.066438080095,1,0
471,636,3483.7451389836388,19,1
472,128,2654.37327032649,10,0
473,729,524.8555381246997,15,0
474,145,4795.036885719259,18,0
475,220,3816.122828333839,5,0
476,282,3230.851988137883,18,0
477,957,3819.275643140364,4,1
478,190,3648.106313438379,3,0
479,285,3222.4347409684856,14,0
480,352,4904.826320881942,3,0
481,157,4526.482681916522,19,0
482,47,3268.658103674101,9,1
483,822,3496.5585361389312,2,0
484,764,352.81945262767897,4,0
485,595,3382.595576295192,5,0
486,599,316.41064477949084,7,0
487,352,2982.4924091526623,6,1
488,901,4996.832147872591,9,1
489,715,2823.4522490421805,5,0
490,821,2418.729578598534,13,0
491,655,1632.988796877379,3,0
492,317,690.5606360536758,12,0
493,972,3682.01599014558,19,0
494,883,1043.7352361495891,16,0
495,692,664.8819041116934,6,0
496,991,2166.6370326795113,3,0
497,668,3997.1750059995775,13,1
498,184,3750.8162857890798,2,1
499,519,368.92481176772714,4,0
500,415,2330.2040566771648,15,1
501,814,2659.929422748728,19,0
502,133,3258.2785880665288,3,0
503,958,3285.820017171818,1,1
504,422,1887.0165223407987,17,1
505,840,2847.318250617219,18,1
506,275,2457.2032308360235,18,0
507,205,4436.491946964077,16,0
508,68,2698.2991499110108,13,1
509,506,2261.057592565992,18,0
510,711,2081.978703441069,12,0
511,788,2904.8960212239817,11,0
512,567,4039.4871990643983,5,0
513,896,2738.167302865859,3,0
514,847,3342.110357894653,18,0
515,950,3715.4932578419725,15,1
516,437,2648.823738405786,12,0
517,554,2191.4035776088353,3,0
518,857,4395.660351526002,16,0
519,535,2145.7798117366715,0,0
520,932,2363.5199678203794,17,0
521,854,4952.672435374708,19,0
522,65,101.16386552183444,16,1
523,714,1008.8172569259401,14,0
524,49,1981.4230606066562,10,1
525,350,4669.690556183739,12,0
526,805,443.14555816260804,0,0
527,541,146.47862477964057,16,0
528,429,358.15079628842005,5,0
529,683,533.8627120067289,3,1
530,912,284.2241887106783,19,0
531,500,2450.9285015968735,15,0
532,172,2945.710315413906,14,1
533,121,1431.26615823812,14,1
534,383,2051.6081814806143,5,1
535,863,549.3267420460077,14,0
536,829,1748.2152727592681,13,1
537,756,2660.344039009163,10,0
538,988,3688.131855204761,6,0
539,883,116.39717401059819,8,0
540,80,2389.8227560344976,15,0
541,694,1555.314094628923,4,0
542,727,4278.826926290317,19,0
543,604,3606.2112446477854,9,1
544,219,2986.6318189073845,17,0
545,154,1458.6016639141906,2,0
546,179,4560.661600081919,12,0
547,343,320.99331837958357,10,1
548,599,636.3912335276642,16,0
549,371,2018.9876886477446,12,0
550,334,709.7440307545961,5,1
551,721,4786.436918041182,16,1
552,711,4010.1476785025784,12,0
553,867,1369.014992848887,18,0
554,812,2983.9157219689023,18,1
555,83,4913.4195238924,9,0
556,473,4432.574992844365,2,0
557,642,3043.9123875667706,13,1
558,293,4528.247439158826,18,0
559,82,4947.006058085459,4,0
560,601,3742.4288321787585,4,0
561,649,418.4334064661807,19,0
562,34,2067.7431584848887,16,0
563,132,4205.346102887903,9,1
564,225,1229.789059444593,4,0
565,803,4170.148336978061,3,0
566,906,689.6599339714801,5,0
567,913,330.0322500242837,3,0
568,379,1982.0439963071228,6,1
569,76,279.9864933904068,6,0
570,896,4790.624288618295,17,0
571,852,4148.407909390433,2,0
572,965,4023.7714669363877,0,0
573,849,3185.91182268115,3,0
574,685,1159.9877128791122,5,1
575,298,2639.475796714322,8,1
576,399,3026.642954908671,13,0
577,665,2672.654354215314,11,0
578,135,1375.1435029624838,19,1
579,699,2624.7148291421568,3,1
580,688,2506.8130702562703,11,0
581,686,4982.045301452949,9,0
582,149,4497.437125426399,6,0
583,860,2370.5656662565375,2,1
584,816,3152.3931763820815,13,1
585,633,3764.5708600519197,9,0
586,87,270.83928514574205,15,0
587,980,4485.115062016415,15,1
588,375,4314.621400447826,9,1
589,770,2341.4172790911657,12,1
590,503,2016.7318537938609,5,1
591,146,1437.5009367959433,11,0
592,859,2435.716458818805,8,0
593,820,317.44565131286015,12,0
594,156,4275.748313400338,3,0
595,422,273.56960525087084,10,0
596,937,1712.351690312368,19,1
597,670,4664.78849276305,17,0
598,87,3702.5420071649182,10,1
599,663,1478.8157068298813,3,0
600,542,1337.980560408337,17,1
601,780,124.90248510832723,0,0
602,831,3509.0000349637758,6,0
603,125,339.03955019854817,5,0
604,667,2709.752345063734,14,0
605,147,4814.397665701044,17,1
606,589,636.3974142668241,10,1
607,630,4482.95166174353,19,0
608,517,4958.2291422107355,14,0
609,266,401.4334285722517,15,0
610,914,4426.240718773561,6,0
611,926,2628.7872001737214,9,1
612,301,4541.917225278442,11,1
613,218,2899.4628154059133,13,0
614,733,3344.348849522167,4,1
615,476,2764.5166491872565,17,0
616,610,4336.015113506008,4,1
617,819,3696.1586028731385,2,0
618,890,2654.175529684033,4,1
619,276,4353.98793985258,16,1
620,992,1301.8991080511394,18,0
621,105,870.9692325423773,18,1
622,183,885.9605161173532,11,0
623,685,1736.6435058516656,8,0
624,464,1269.581153374986,0,0
625,115,4657.442717497719,17,1
626,726,618.5870597600616,3,1
627,314,3525.0546163939794,9,1
628,249,1027.1855449465288,6,1
629,98,4420.021950574715,0,0
630,76,4810.444912106046,16,1
631,123,2380.8030429729197,1,0
632,779,4407.450253117845,10,0
633,987,125.21133669810236,8,0
634,482,4117.739895299691,6,1
635,233,1220.2632914721253,16,1
636,941,4552.636415419903,16,0
637,247,105.48854625253648,1,0
638,503,2825.2905016948093,5,1
639,461,3807.5154385461797,13,0
640,370,1367.5728204197492,5,1
641,580,1046.351036477736,1,1
642,641,512.0812998931248,0,0
643,318,1699.5245248661356,9,0
644,283,2843.2371303132645,4,1
645,763,667.6348982232626,1,1
646,386,1945.8072737353139,15,0
647,52,144.4547827983523,1,1
648,791,4111.529160449225,9,0
649,551,729.3987186566377,1,0
650,787,1488.3804465013498,15,1
651,866,190.2958218172656,15,1
652,129,2217.97984107331,18,0
653,831,4216.595363431972,6,1
654,209,2021.5409360814633,11,0
655,252,979.5368847767836,14,0
656,935,3793.124286847544,7,0
657,791,3965.1542111666467,5,1
658,688,951.3920290070773,9,0
659,471,3877.1851318508498,2,0
660,637,4741.759652456056,18,0
661,798,915.2501759681345,16,1
662,354,3877.823033407464,6,0
663,545,3572.002822552884,19,1
664,45,2420.5120533319337,3,0
665,821,383.8102567381116,13,0
666,365,466.00264701348465,19,0
667,788,4276.831830073374,14,1
668,287,4951.727026478171,7,1
669,526,3412.6560602150967,14,0
670,925,2285.1957043505754,19,0
671,189,3273.1108526693474,13,0
672,504,3012.539710219872,8,0
673,881,1979.7000759875468,7,0
674,693,421.56810841266343,16,0
675,937,4125.413442296461,1,0
676,719,1921.9842932697504,2,0
677,704,4112.049652449759,7,0
678,409,1337.2928734730729,11,1
679,574,105.04445124360365,0,0
680,958,878.797588056107,9,0
681,986,2395.8431421660634,19,1
682,720,4727.087811293366,2,0
683,456,600.748736499223,5,0
684,642,4285.627894861674,6,0
685,297,2682.418071438124,19,0
686,864,4147.011752419493,17,0
687,606,1562.0347118509637,10,0
688,446,4215.741106895112,18,1
689,197,3886.831622082342,4,0
690,871,1227.2630468540262,18,0
691,72,743.5421194059525,10,0
692,585,4353.466180408235,11,0
693,314,4819.859601856646,9,0
694,426,253.38133736282958,7,1
695,41,3683.223328171059,8,0
696,636,4556.67010364431,3,0
697,331,4301.0644512532435,4,0
698,927,4826.150314124022,7,0
699,282,3824.460984346676,8,1
700,528,2267.2639356664604,14,0
701,783,1628.5647534261393,14,0
702,64,1671.6394281468245,15,0
703,756,3649.671095809173,13,1
704,878,3754.601358951725,7,0
705,119,1081.759803388692,17,0
706,805,4353.801786103601,9,1
707,634,3603.1277969910134,19,1
708,951,2857.476403082575,5,0
709,999,2410.509054502312,11,0
710,631,2761.8407483707947,1,0
711,447,880.3041175683959,6,0
712,144,1098.1361214537435,15,0
713,646,546.7060029903392,2,0
714,932,852.9243869894522,12,0
715,225,2323.098809565885,2,0
716,855,2698.736529268455,17,0
717,530,187.52327314376492,10,1
718,655,4004.309356533735,7,0
719,522,1541.4230693830416,5,0
720,104,4567.996571303564,0,0
721,442,4840.805191707511,0,1
722,405,1008.7484859156062,7,0
723,449,2364.276724751737,4,0
724,758,106.03599231548685,15,0
725,306,3031.803599099892,10,0
726,790,3075.801596487089,4,0
727,705,1312.9457824565384,3,0
728,423,2836.22209565767,5,0
729,898,1205.1466979743036,13,1
730,486,888.0447984831313,18,0
731,949,3292.445387331097,8,0
732,221,1697.034773365167,11,1
733,768,2992.29330053955,10,0
734,718,2222.9090699611124,13,0
735,128,4923.321896274229,15,0
736,577,832.9451490710723,0,0
737,125,2376.53312351547,12,1
738,693,3434.2374691606938,12,1
739,692,2038.1709110118466,1,0
740,219,4876.029274166381,3,0
741,765,3637.2493768419818,5,1
742,66,3319.220902066016,4,1
743,809,3809.5904112949943,2,1
744,398,4767.978326389713,0,0
745,724,4548.311399624737,3,0
746,554,3648.9980098194183,19,1
747,308,3770.8920315962873,1,0
748,246,815.0181627722127,4,0
749,896,603.6827820140619,2,0
750,902,2897.432059036405,8,0
751,827,190.001421008646,19,0
752,302,2463.5462696027985,5,0
753,910,1130.712941602456,17,1
754,91,1795.481181459714,5,0
755,625,3901.443205385485,18,1
756,909,4712.063770738694,11,0
757,758,454.83973351707334,10,0
758,371,2717.786809284581,1,1
759,426,4424.41408051604,14,0
760,728,504.29181875806427,11,0
761,48,4140.1188297944855,11,0
762,206,1853.2266195485297,8,0
763,641,1678.2640408747432,1,1
764,425,4889.58529294245,2,1
765,474,1084.2095403252415,11,0
766,262,3496.6503100311365,15,0
767,944,4125.059567248346,0,0
768,105,301.7991268684312,2,1
769,294,3384.8887459366197,19,0
770,484,4762.594874341102,1,0
771,825,708.6778369674909,8,0
772,747,4491.484383156688,18,0
773,764,3014.405523146987,14,0
774,413,3121.362451126123,17,1
775,593,3103.426456841469,10,0
776,880,1564.2958430528379,15,0
777,535,4682.488894967352,16,1
778,396,4742.0172668920895,4,1
779,173,3163.992835048344,11,0
780,914,3938.771357113912,10,0
781,98,3100.064130817674,14,0
782,128,2473.552393112799,2,0
783,425,3338.0185796663286,0,0
784,54,2809.7071177005964,19,0
785,977,3027.6317268964576,15,0
786,920,3940.7795117524233,1,1
787,498,2456.4287741000257,1,0
788,513,299.6951198531165,2,0
789,594,903.5974568485365,7,0
790,180,2249.175360798738,14,1
791,173,3651.6501433828857,6,1
792,598,3007.065376719876,5,1
793,68,3286.441510779924,8,1
794,138,2448.466750023808,19,1
795,722,3117.13590751699,0,0
796,71,1712.1854452918446,7,0
797,215,2403.8947042136588,2,0
798,964,3746.9674214152824,3,1
799,427,4371.980616968293,14,1
800,252,2224.9111363863058,5,0
801,663,313.9421227660698,14,0
802,162,892.195466319333,2,0
803,192,202.21958252853668,13,1
804,244,3300.9887942629175,19,0
805,762,1728.3416642400337,13,0
806,264,2758.145315024901,3,0
807,872,2517.056549240618,11,0
808,687,499.4797988068908,16,1
809,780,2075.980669506776,6,0
810,617,1180.749512119384,8,1
811,38,2150.158964471498,2,0
812,103,1097.5335736769891,12,0
813,983,4218.216790756975,14,0
814,521,953.5473492334429,17,1
815,942,4807.824702286187,18,0
816,282,2137.94609412001,0,0
817,259,4246.601930893342,5,0
818,548,3180.947609209131,1,1
819,203,3703.2164634621877,13,0
820,682,3861.8470515272234,5,1
821,197,2573.7399212757873,13,0
822,199,2762.172564480113,3,0
823,422,2618.579752262752,7,0
824,975,2981.486052641388,2,0
825,824,244.03278420688574,18,0
826,663,2038.0243322601748,13,0
827,223,3070.3246964497407,19,0
828,546,3028.8454697537354,16,1
829,58,3985.4848635675944,7,0
830,194,3309.5457602773317,13,1
831,451,4961.453250069295,5,0
832,368,1490.8871901823607,15,0
833,677,1859.8400453645343,18,0
834,525,1980.8510441522017,13,0
835,394,2382.482754399218,18,0
836,862,4196.390512527926,2,0
837,371,1255.3812604001282,9,0
838,529,3902.4010144736044,18,0
839,686,2086.0198971201426,8,1
840,540,3049.0913799438417,19,1
841,356,3199.4486128088997,12,0
842,246,1926.9583222257788,6,0
843,330,2611.814505508445,13,0
844,161,2123.852755773715,8,0
845,833,438.7506523144353,18,0
846,99,2242.1104052024502,14,0
847,281,577.2276235124057,19,0
848,444,2084.6019154935752,13,0
849,816,3005.300159175731,5,0
850,474,2939.1330067831536,3,1
851,905,3346.8442671407697,7,1
